Site,Plot,Treatment,Individual,T0,T006,T012,T018,T024,T030,T036,T042,T048,T054,T060,T066,T072,T078,T084,T090,T096,T102,T108,T120,Trecruit,Tdeath,Species,Family,Life Form
CBO,2,closed,F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CBO,2,closed,F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,108,Ardisia guianensis,Primulaceae,shrub
CBO,2,closed,F10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Ocotea catharinensis,Lauraceae,tree
CBO,2,closed,F11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Ocotea catharinensis,Lauraceae,tree
CBO,2,closed,F12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,Euterpe edulis,Arecaceae,palm
CBO,2,closed,F13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,Myrtaceae sp.,Myrtaceae,tree
CBO,2,closed,F14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,Euterpe edulis,Arecaceae,palm
CBO,2,closed,F15,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,72,Euterpe edulis,Arecaceae,palm
CBO,2,closed,F16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Abuta selloana,Menispermaceae,liana
CBO,2,closed,F17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CBO,2,closed,F18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,78,108,Lauraceae sp.,Lauraceae,tree
CBO,2,closed,F19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,78,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,F20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,78,90,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,F21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,78,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,F22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,90,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,F23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,90,120,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,F24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,120,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,F25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,2,closed,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Casearia sp.,Salicaceae,tree
CBO,4,open,D1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,open,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,84,Myrtaceae sp.,Myrtaceae,tree
CBO,4,open,D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Vernonia sp.,Asteraceae,tree
CBO,4,open,D4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,48,Ocotea catharinensis,Lauraceae,tree
CBO,4,open,D5,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,72,Abuta selloana,Menispermaceae,liana
CBO,4,open,D6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Geonoma sp.,Arecaceae,palm
CBO,4,open,D7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CBO,4,open,D8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,78,Geonoma sp.,Arecaceae,palm
CBO,4,open,D9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,alive,Parinari excelsa,Chrysobalanaceae,tree
CBO,4,open,D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,alive,Ocotea sp.,Lauraceae,tree
CBO,4,open,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Ocotea catharinensis,Lauraceae,tree
CBO,4,open,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Ocotea catharinensis,Lauraceae,tree
CBO,4,open,2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Paullinia/Serjania sp.,Sapindaceae,liana
CBO,4,open,E1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,78,Chusquea sp. 2,Poaceae,bamboo
CBO,4,open,E2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Euterpe edulis,Arecaceae,palm
CBO,4,open,E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Euterpe edulis,Arecaceae,palm
CBO,4,open,E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Miconia cubatanensis,Melastomataceae,tree
CBO,4,open,E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Miconia cubatanensis,Melastomataceae,tree
CBO,4,open,E6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Philodendron sp.,Araceae,herb
CBO,4,open,E7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,72,Myrtaceae sp.,Myrtaceae,tree
CBO,4,open,E8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,alive,Myrtaceae sp.,Myrtaceae,tree
CBO,4,open,E9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,42,108,Miconia cubatanensis,Melastomataceae,tree
CBO,4,open,E10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,78,108,Geonoma sp.,Arecaceae,palm
CBO,4,open,E11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,90,alive,Parinari excelsa,Chrysobalanaceae,tree
CBO,4,open,E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,90,alive,Ocotea dispersa,Lauraceae,tree
CBO,4,open,E13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,90,120,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,open,E14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,120,Ocotea dispersa,Lauraceae,tree
CBO,4,open,F1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Euterpe edulis,Arecaceae,palm
CBO,4,open,F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Ilex dumosa,Aquifoliaceae,tree
CBO,4,open,F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Chusquea sp. 1,Poaceae,bamboo
CBO,4,open,F4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Indeterminate sp.,Indeterminate,liana
CBO,4,open,F5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Ocotea teleiandra,Lauraceae,tree
CBO,4,open,F6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Stromanthe sp.,Marantaceae,herb
CBO,4,open,F7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,open,F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Smilax spicata,Smilacaceae,liana
CBO,4,open,F9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,42,alive,Euterpe edulis,Arecaceae,palm
CBO,4,open,F10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,72,Copaifera trapezifolia,Fabaceae,tree
CBO,4,open,F11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Myrtaceae sp.,Myrtaceae,tree
CBO,4,open,F12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,78,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,open,F13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,90,alive,Parinari excelsa,Chrysobalanaceae,tree
CBO,4,open,F14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,90,alive,Parinari excelsa,Chrysobalanaceae,tree
CBO,4,open,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Myrtaceae sp.,Myrtaceae,tree
CBO,4,open,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Chusquea sp.,Poaceae,bamboo
CBO,4,open,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Ocotea catharinensis,Lauraceae,tree
CBO,4,closed,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Fabaceae sp.,Fabaceae,tree
CBO,4,closed,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Euterpe edulis,Arecaceae,palm
CBO,4,closed,D3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Geonoma schottiana,Arecaceae,palm
CBO,4,closed,D4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Myrcia splendens,Myrtaceae,tree
CBO,4,closed,D5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Poaceae sp. 3,Poaceae,herb
CBO,4,closed,D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Ossaea sp.,Melastomataceae,herb
CBO,4,closed,D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Maytenus robusta,Celastraceae,tree
CBO,4,closed,D9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,alive,Maytenus robusta,Celastraceae,tree
CBO,4,closed,D10,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,18,78,Serjania communis,Sapindaceae,liana
CBO,4,closed,D11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,78,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,D12,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,30,84,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,closed,D13,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,alive,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,D14,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,72,Geonoma gamiova,Arecaceae,palm
CBO,4,closed,D15,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,alive,Rubiaceae sp.,Rubiaceae,indeterminate
CBO,4,closed,D16,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,72,Ocotea cf. dispersa,Lauraceae,tree
CBO,4,closed,D17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42,72,Ocotea cf. dispersa,Lauraceae,tree
CBO,4,closed,D18,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,48,78,Ocotea cf. dispersa,Lauraceae,tree
CBO,4,closed,D19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,78,Miconia sp.,Melastomataceae,indeterminate
CBO,4,closed,D20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Myrsine cf.,Primulaceae,indeterminate
CBO,4,closed,D21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,72,120,Plinia sp.,Myrtaceae,tree
CBO,4,closed,D22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,78,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,D23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Myrtaceae cf.,Myrtaceae cf.,indeterminate
CBO,4,closed,D24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,D25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,84,96,Ocotea dispersa,Lauraceae,tree
CBO,4,closed,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,closed,E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,120,Chusquea sp. 1,Poaceae,bamboo
CBO,4,closed,E2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Chusquea sp. 1,Poaceae,bamboo
CBO,4,closed,E3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,E4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Lauraceae sp.,Lauraceae,tree
CBO,4,closed,E5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Ocotea cf. dispersa,Lauraceae,tree
CBO,4,closed,E6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,E7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,Geonoma gamiova,Arecaceae,palm
CBO,4,closed,E8,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,30,96,Geonoma gamiova,Arecaceae,palm
CBO,4,closed,E9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,36,90,Ocotea cf. dispersa,Lauraceae,tree
CBO,4,closed,E10,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,48,alive,Geonoma schottiana,Arecaceae,palm
CBO,4,closed,E11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,72,120,Ocotea cf.,Lauraceae,tree
CBO,4,closed,E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,84,alive,Araceae sp.,Araceae,herb
CBO,4,closed,E13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,alive,Araceae sp.,Araceae,herb
CBO,4,closed,F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Maytenus robusta,Celastraceae,tree
CBO,4,closed,F2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,78,Ocotea sp.,Lauraceae,tree
CBO,4,closed,F3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Myrtaceae sp.,Myrtaceae,tree
CBO,4,closed,F4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Indeterminate sp.,Indeterminate,liana
CBO,4,closed,F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Abuta selloana,Menispermaceae,liana
CBO,4,closed,F6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Indeterminate sp.,Indeterminate,liana
CBO,4,closed,F7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Geonoma schottiana,Arecaceae,palm
CBO,4,closed,F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Ilex dumosa,Aquifoliaceae,tree
CBO,4,closed,F9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,Ocotea cf. dispersa,Lauraceae,tree
CBO,4,closed,F15,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,72,Euterpe edulis,Arecaceae,palm
CBO,4,closed,F16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,72,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,closed,F17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Geonoma sp.,Arecaceae,palm
CBO,4,closed,F18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Geonoma sp.,Arecaceae,palm
CBO,4,closed,F19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Paullinia/Serjania sp.,Sapindaceae,liana
CBO,4,closed,F20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,78,Myrtaceae cf.,Myrtaceae cf.,indeterminate
CBO,4,closed,F21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,78,alive,Euterpe edulis,Arecaceae,palm
CBO,4,closed,F22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,84,alive,Miconia sp.,Melastomataceae,indeterminate
CBO,4,closed,F23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,84,alive,Rubiaceae cf.,Rubiaceae cf.,indeterminate
CBO,4,closed,F24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,84,alive,Myrtaceae cf.,Myrtaceae cf.,indeterminate
CBO,4,closed,F25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,96,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,4,closed,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Ardisia guianensis,Primulaceae,shrub
CBO,5,open,D1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Euterpe edulis,Arecaceae,palm
CBO,5,open,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Goeppertia monophylla,Marantaceae,herb
CBO,5,open,D3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Geonoma gamiova,Arecaceae,palm
CBO,5,open,D4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,Ocotea catharinensis,Lauraceae,tree
CBO,5,open,D5,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,72,Ocotea cf. dispersa,Lauraceae,tree
CBO,5,open,D6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,78,alive,Ardisia cf.,Primulaceae,shrub
CBO,5,open,D7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,84,alive,Miconia sp.,Melastomataceae,indeterminate
CBO,5,open,D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,alive,Euterpe edulis,Arecaceae,palm
CBO,5,open,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Euterpe edulis,Arecaceae,palm
CBO,5,open,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Mollinedia cf.,Monimiaceae,tree
CBO,5,open,E1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Ocotea catharinensis,Lauraceae,tree
CBO,5,open,E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Ardisia guianensis,Primulaceae,shrub
CBO,5,open,E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Cupania oblongifolia,Sapindaceae,tree
CBO,5,open,E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Abuta selloana,Menispermaceae,liana
CBO,5,open,E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Piper sp.,Piperaceae,herb
CBO,5,open,E6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Piper sp.,Piperaceae,herb
CBO,5,open,E7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,78,90,Strychnos sp.,Loganiaceae,indeterminate
CBO,5,open,E11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,84,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,5,open,E12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,90,Indeterminate sp.,Indeterminate,indeterminate
CBO,5,open,E13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,84,120,Cryptocarya mandioccana,Lauraceae,tree
CBO,5,open,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Euterpe edulis,Arecaceae,palm
CBO,5,open,F1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Euterpe edulis,Arecaceae,palm
CBO,5,open,F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Indeterminate sp.,Indeterminate,liana
CBO,5,open,F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Chrysophyllum flexuosum,Sapotaceae,tree
CBO,5,open,F4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Cordia sellowiana,Boraginaceae,tree
CBO,5,open,F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Ardisia guianensis,Primulaceae,shrub
CBO,5,open,F6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Eugenia cf. handroana,Myrtaceae,tree
CBO,5,open,F7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Ocotea catharinensis,Lauraceae,tree
CBO,5,open,F8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Ardisia cf.,Primulaceae,shrub
CBO,5,open,F9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,72,90,Myrtaceae sp.,Myrtaceae,tree
CBO,5,open,F10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,72,90,Myrtaceae sp.,Myrtaceae,tree
CBO,5,open,F11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,72,90,Myrtaceae sp.,Myrtaceae,tree
CBO,5,open,F12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,72,90,Ardisia cf.,Primulaceae,shrub
CBO,5,open,F13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,72,90,Myrtaceae sp.,Myrtaceae,tree
CBO,5,open,F14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,78,108,Myrtaceae sp.,Myrtaceae,tree
CBO,5,open,F15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,alive,Euterpe edulis,Arecaceae,palm
CBO,5,open,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Myrtaceae cf.,Myrtaceae cf.,indeterminate
CBO,5,closed,D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Rudgea jasminoides,Rubiaceae,shrub
CBO,5,closed,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Goeppertia monophylla,Marantaceae,herb
CBO,5,closed,D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Goeppertia monophylla,Marantaceae,herb
CBO,5,closed,D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,alive,Psychotria sp.,Rubiaceae,indeterminate
CBO,5,closed,D5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,Ocotea catharinensis,Lauraceae,tree
CBO,5,closed,D6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,48,alive,Casearia sp.,Salicaceae,tree
CBO,5,closed,D7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Mollinedia sp.,Monimiaceae,tree
CBO,5,closed,D8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,72,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,5,closed,D9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,78,Ocotea cf.,Lauraceae,tree
CBO,5,closed,D10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,78,90,Schnella microstachya,Fabaceae,liana
CBO,5,closed,D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,96,alive,Ocotea cf. dispersa,Lauraceae,tree
CBO,5,closed,D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,96,120,Myrtaceae cf.,Myrtaceae cf.,indeterminate
CBO,5,closed,D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,120,Indeterminate sp.,Indeterminate,indeterminate
CBO,5,closed,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,5,closed,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Indeterminate sp.,Indeterminate,indeterminate
CBO,5,closed,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Goeppertia sp.,Marantaceae,herb
CBO,5,closed,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Ocotea cf. dispersa,Lauraceae,tree
CBO,5,closed,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Ocotea cf. dispersa,Lauraceae,tree
CBO,5,closed,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Goeppertia sp.,Marantaceae,herb
CBO,5,closed,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,alive,Eugenia cf.,Myrtaceae,tree
